Zeit;Kanal A
(s);(V)

0,00000000;12,17687300
0,00080000;12,28039500
0,00160000;12,28730500
0,00240000;12,29087900
0,00320000;12,57597900
0,00400000;12,34495700
0,00480000;12,24424200
0,00560000;12,24424200
0,00640000;12,29243300
0,00720000;12,27335550
0,00800000;12,23146100
0,00880000;12,23146100
0,00960000;12,23146100
0,01040000;12,23146100
0,01120000;12,23146100
0,01200000;12,25299200
0,01280000;12,30152000
0,01360000;12,23726500
0,01440000;12,23726600
0,01520000;12,23726600
0,01600000;12,23726600
0,01680000;12,33355700
0,01760000;12,32029000
0,01840000;12,24998100
0,01920000;12,30218900
0,02000000;12,25751200
0,02080000;12,23726600
0,02160000;12,23726600
0,02240000;12,23726600
0,02320000;12,28144100
0,02400000;12,27742500
0,02480000;12,23726600
0,02560000;12,26939300
0,02640000;12,28947300
0,02720000;12,23726600
0,02800000;12,25734500
0,02880000;12,30152100
0,02960000;12,23726600
0,03040000;12,23726600
0,03120000;12,23726600
0,03200000;12,23726600
0,03280000;12,23726600
0,03360000;12,23726600
0,03440000;12,31585600
0,03520000;12,25575800
0,03600000;12,23726600
0,03680000;12,23726600
0,03760000;12,23726600
0,03840000;12,23726600
0,03920000;12,23726600
0,04000000;12,31010600
0,04080000;12,36405200
0,04160000;12,34095800
0,04240000;12,34095800
0,04320000;12,31302700
0,04400000;12,26793900
0,04480000;12,30883300
0,04560000;12,23146100
0,04640000;12,23146100
0,04720000;12,23146100
0,04800000;12,23146100
0,04880000;12,23146100
0,04960000;12,23146100
0,05040000;12,23146100
0,05120000;12,23146100
0,05200000;12,23146100
0,05280000;12,28768350
0,05360000;12,27948800
0,05440000;12,24162300
0,05520000;12,22797200
0,05600000;12,22797200
0,05680000;12,22797200
0,05760000;12,23168850
0,05840000;12,27316200
0,05920000;12,34017000
0,06000000;12,34096000
0,06080000;12,33840400
0,06160000;12,31367000
0,06240000;12,23146250
0,06320000;12,23146250
0,06400000;12,23146250
0,06480000;12,23146250
0,06560000;12,23146250
0,06640000;12,23146250
0,06720000;12,23146250
0,06800000;12,23146250
0,06880000;12,23146250
0,06960000;12,23146250
0,07040000;12,27965400
0,07120000;12,26568600
0,07200000;12,22797200
0,07280000;12,22797200
0,07360000;12,22797200
0,07440000;12,22797200
0,07520000;12,25485400
0,07600000;12,29750200
0,07680000;12,23726300
0,07760000;12,23726300
0,07840000;12,24906200
0,07920000;12,35453700
0,08000000;12,34096050
0,08080000;12,34096050
0,08160000;12,34096050
0,08240000;12,25875200
0,08320000;12,24424500
0,08400000;12,30448300
0,08480000;12,27198600
0,08560000;12,23737500
0,08640000;12,28673200
0,08720000;12,27979500
0,08800000;12,28381200
0,08880000;12,28782800
0,08960000;12,24365200
0,09040000;12,28348200
0,09120000;12,32351100
0,09200000;12,30071100
0,09280000;12,44468000
0,09360000;12,34386100
0,09440000;12,34386100
0,09520000;12,34386100
0,09600000;12,34386100
0,09680000;12,33504000
0,09760000;12,25078700
0,09840000;12,30974700
0,09920000;12,24673700
0,10000000;12,22797200
0,10080000;12,22797200
0,10160000;12,22797200
0,10240000;12,22797200
0,10320000;12,22797200
0,10400000;12,22797200
0,10480000;12,22797200
0,10560000;12,22797200
0,10640000;12,22797200
0,10720000;12,25485200
0,10800000;12,29749400
0,10880000;12,23725500
0,10960000;12,25427700
0,11040000;12,34073200
0,11120000;12,25472000
0,11200000;12,33102200
0,11280000;12,25472000
0,11360000;12,40425100
0,11440000;12,34508000
0,11520000;12,25661500
0,11600000;12,23786200
0,11680000;12,29408500
0,11760000;12,26597400
0,11840000;12,23786200
0,11920000;12,23786200
0,12000000;12,28071500
0,12080000;12,28530100
0,12160000;12,27065700
0,12240000;12,31884800
0,12320000;12,29475200
0,12400000;12,25860900
0,12480000;12,30125100
0,12560000;12,23086400
0,12640000;12,23086400
0,12720000;12,23086400
0,12800000;12,23086400
0,12880000;12,23086400
0,12960000;12,30314900
0,13040000;12,24291100
0,13120000;12,23086400
0,13200000;12,23086400
0,13280000;12,23086400
0,13360000;12,23086400
0,13440000;12,23086400
0,13520000;12,23086400
0,13600000;12,23086400
0,13680000;12,23086400
0,13760000;12,23086400
0,13840000;12,23086400
0,13920000;12,25495900
0,14000000;12,29110300
